region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Europe & Central Asia,ECA,Czech Republic,CZE,2017,national,EU-SILC,national,2017,income,1,2004 - 2019,2.15,0,0,0,0,35.919323396636194,31.669295955756077,0.10567451832709489,0.24852209746512643,0.19044575864632357,0.04202595389144282,0.059999870663172895,0.06994922623807205,0.07747339596935071,0.08431794026496758,0.09221373856351389,0.10267230262729327,0.11722085777857172,0.13957164579578674,0.21455506820782944,1,13.6513538360596,10594438,19139.23988413827,9037.940281711484,FALSE,micro,survey
Europe & Central Asia,ECA,Czech Republic,CZE,2018,national,EU-SILC,national,2018,income,1,2004 - 2019,2.15,8.861815510571906e-5,5.6052308089254186e-5,3.737768227042903e-5,9.678544866267452e-5,37.61908989159718,32.99312675844096,0.10596820554772639,0.24990340801050215,0.19372796374134638,0.0416886291294028,0.060103600069785726,0.06962793555343082,0.07710451629493414,0.08406106463047225,0.09222052314938961,0.10271242450635742,0.11738784220019305,0.13998432306545405,0.2151091414005839,1.0214949652099299,13.6513538360596,10629928,19685.494482497266,9323.75162616722,FALSE,micro,survey
Europe & Central Asia,ECA,Czech Republic,CZE,2019,national,EU-SILC,national,2019,income,1,2004 - 2019,2.15,0,0,0,0,39.36648856853251,34.564929082568476,0.10715224308432784,0.2526219685008029,0.19992266445706144,0.04160536951240726,0.05951073859110187,0.0685217866017638,0.07619993167560071,0.08396857349623016,0.09246334228121394,0.10299764014353269,0.11769210593745982,0.14212325880283028,0.2149172529578608,1.050585865042013,13.6513538360596,10671870,20202.151591506732,9536.652084028337,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1991,national,GSOEP-LIS,national,1991,income,2,1991 - 2018,2.15,0,0,0,0,51.18557626921867,43.758194377985596,0.14346261658532758,0.29439847530854,0.25797296966572936,0.036728665482869134,0.05112053607531147,0.06027635317172908,0.06990526747593237,0.0797644039529983,0.0912564126221157,0.10559336663793145,0.12384315002595986,0.15049618652575392,0.23101565802939605,1.2556516369095585,0.787180304527283,80013896,30754.558216948586,17448.295252826298,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1992,national,GSOEP-LIS,national,1992,income,2,1991 - 2018,2.15,0,0,0,0,52.01625900453188,44.69683564317108,0.1436531144789268,0.2916887694995708,0.24808880762276003,0.03626196215265361,0.052238054920410795,0.06196263063532623,0.07058163803506173,0.07990311824024843,0.091559788614882065,0.10483119582849476,0.12167973251783454,0.1483039737291536,0.23267790532593358,1.3191497761745827,0.787180304527283,80624598,31108.557431224945,17823.28844938541,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1993,national,GSOEP-LIS,national,1993,income,2,1991 - 2018,2.15,0,0,0,0,52.1280167690708,44.732355134022335,0.13672492616665918,0.2867558702454439,0.24490220656777537,0.03706319815180682,0.052783168099068425,0.06235067843912559,0.07127509563329915,0.0806630761665092,0.09127258848553127,0.10536260717237356,0.12236286961537701,0.14737262262455464,0.2294940956123559,1.3781760482872933,0.787180304527283,81156363,30602.830502010256,17719.647497215738,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1994,national,GSOEP-LIS,national,1994,income,2,1991 - 2018,2.15,0.0018821348145076373,0.001206428381324202,7.733077503511789e-4,0.0019280650019792922,50.98312970864339,44.69273505579053,0.15063574061918364,0.2924445517353559,0.24469940881925123,0.033450530465454625,0.05131690113372747,0.06213741654928803,0.07153679842240487,0.08178770174706496,0.09338923085952866,0.10587981583912143,0.12290678640595404,0.14717498332988,0.2304198352475766,1.4152910992401753,0.787180304527283,81438348,31226.31855754004,17907.15431099535,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1995,national,GSOEP-LIS,national,1995,income,2,1991 - 2018,2.15,0.0024242906244946257,0.001268181995182291,6.634046086119743e-4,0.0017951368301581776,51.559484678653064,44.95877370872995,0.14773140737832324,0.2898766276515059,0.2394341482361913,0.03401366129425233,0.05202534317965775,0.06258580213554094,0.07228406355185782,0.082017048689566,0.09270858578160157,0.10529277558552941,0.1221286855450272,0.1470405715480838,0.22990346268888362,1.439438253976161,0.787180304527283,81678051,31615.44278929481,18131.02915884084,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1996,national,GSOEP-LIS,national,1996,income,2,1991 - 2018,2.15,0,0,0,0,51.97288988282692,45.48674551177002,0.13693326366601907,0.2837494188409182,0.23645361379770857,0.03588405116062031,0.052707233870460474,0.06302854868466469,0.0726211789638386,0.082235051633611,0.0928886463258477,0.10532258115742554,0.1217188747264828,0.14765000986224508,0.22594382361480247,1.4603061486302351,0.787180304527283,81914831,31778.08441469425,18367.270407036685,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1997,national,GSOEP-LIS,national,1997,income,2,1991 - 2018,2.15,0,0,0,0,51.37969883431478,44.995204271129516,0.13554170305286972,0.28314472369726384,0.2425648755888939,0.03627452399041178,0.05263272372001673,0.06297290672634248,0.07183314273437003,0.0817018410239373,0.09323927223225092,0.10593933265482941,0.12289117573281105,0.14835549614496013,0.22415958504007238,1.4886268822970359,0.787180304527283,82034771,32300.30456722485,18476.94552705722,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1998,national,GSOEP-LIS,national,1998,income,2,1991 - 2018,2.15,0,0,0,0,53.042779335775364,46.05986929745703,0.13456206135661503,0.2828619578232062,0.24483121621239023,0.03622058686008421,0.053128133001175804,0.06293173235153922,0.07195563163122831,0.08125571963035871,0.0927696799639055,0.10609099921311366,0.12346586729387377,0.1488484724574114,0.22333317759730786,1.5021910820491329,0.787180304527283,82047195,32945.82141266274,18740.66422884513,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,1999,national,GSOEP-LIS,national,1999,income,2,1991 - 2018,2.15,0,0,0,0,54.65317732482096,47.09822119620191,0.14403330136503387,0.2911816053814218,0.24248441783699917,0.03515414670217264,0.05222128527888892,0.062223489858944034,0.07161803184660678,0.08101981152005433,0.09163231522227255,0.10448952680359813,0.12190471613113624,0.1478741728484544,0.23186250378787665,1.5109853993352145,0.787180304527283,82100243,33545.905838778126,19215.77043449992,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2000,national,GSOEP-LIS,national,2000,income,2,1991 - 2018,2.15,0,0,0,0,55.556664152078255,47.99354552512374,0.14251373527289346,0.28940022178560787,0.24119163391671444,0.03549448164577492,0.05212663059846733,0.062248478738217025,0.07188870402525044,0.0815327887971874,0.09175843827734892,0.10499578900152645,0.12189772016493428,0.14757827596369488,0.23047869278759703,1.5327476128381923,0.787180304527283,82211508,34476.20802831072,19505.484561821202,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2001,national,GSOEP-LIS,national,2001,income,2,1991 - 2018,2.15,0,0,0,0,55.49178750779858,47.103156954366064,0.15255537154944335,0.3009669508999525,0.25020035866332424,0.03453291441185187,0.051304216367327765,0.06123470963967011,0.06999481879133351,0.07943576770461197,0.09021526787272471,0.10324825524992243,0.12104222346404447,0.1495162667098,0.23947555978871382,1.5631551359704,0.787180304527283,82349925,34996.991236651374,19705.8531712505,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2002,national,GSOEP-LIS,national,2002,income,2,1991 - 2018,2.15,0,0,0,0,56.484021635925664,47.92047345418402,0.15199798584994678,0.29941136279213976,0.25184937452012085,0.0342441972582859,0.05143162962805184,0.06128211022235103,0.07010435499420956,0.07986774818104833,0.09084725030287372,0.10407819602586343,0.12186180679317843,0.14882133881783544,0.2374613677762999,1.5853645088978294,0.787180304527283,82488495,34869.032323000036,19401.19351514843,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2003,national,GSOEP-LIS,national,2003,income,2,1991 - 2018,2.15,0,0,0,0,55.95446746797635,47.779808710274175,0.15608115550915228,0.30062836821340466,0.24362961124410712,0.03372354268865701,0.051171200054192616,0.06186371486970767,0.0707152539079039,0.08025988800013789,0.09063791736863025,0.10310372894775532,0.12053204962675812,0.1483183520564133,0.23967435247984226,0.8189798595497426,0.787180304527283,82534176,34605.74422171379,19472.308073279662,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2004,national,GSOEP-LIS,national,2004,income,2,1991 - 2018,2.15,0,0,0,0,56.65054147282991,47.98332534257866,0.15588797365689158,0.3028800367326846,0.25151128823004976,0.034151502117733976,0.051005115856454994,0.06110933879712957,0.06992238516871935,0.07918364668521655,0.09020170294608637,0.10297525833579713,0.12163699395715766,0.149223812876917,0.24059024325878553,0.832621900466935,0.787180304527283,82516260,35019.99413506024,19601.495989781793,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2005,national,GSOEP-LIS,national,2005,income,2,1991 - 2018,2.15,0,0,0,0,56.91019798104605,47.45455757720292,0.17084079362244559,0.31806553269026316,0.26136783711180583,0.03277905459646338,0.04906254237086469,0.058871423265761114,0.06789616169923432,0.07794993864176744,0.08902601319352388,0.10211631335302573,0.11993447993309658,0.1494179238632084,0.25294614908305024,0.8455017865706983,0.787180304527283,82469422,35296.272862768375,19761.372286632082,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2006,national,GSOEP-LIS,national,2006,income,2,1991 - 2018,2.15,0,0,0,0,57.243986818740815,48.0859467822436,0.1630900528760195,0.3119412162431502,0.2564765613465615,0.03367568516939569,0.04973490094821388,0.05985758156445792,0.0684795306680944,0.07850164915707053,0.08914596048394308,0.10246566663565221,0.12030012664805528,0.1492960371275026,0.2485428615976153,0.8588390074238231,0.787180304527283,82376451,36684.69069845326,20049.126512227795,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2007,national,GSOEP-LIS,national,2007,income,2,1991 - 2018,2.15,0,0,0,0,58.065273477239224,48.510043917205145,0.166068579587293,0.31369595875729794,0.2547673389134898,0.03380075148757711,0.04945579774835872,0.05973758563832711,0.06870128534623579,0.07836181992727873,0.0892437152481878,0.10179746372072468,0.11944399402704653,0.147353673450212,0.2521039134060469,0.8785780775419264,0.787180304527283,82266372,37827.142168079336,20028.411249988418,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2008,national,GSOEP-LIS,national,2008,income,2,1991 - 2018,2.15,0,0,0,0,57.79535076565724,48.470925235414796,0.16268571462113726,0.3090444365031223,0.2551955292093577,0.033992658488510546,0.0501773828779722,0.05998082448235596,0.06906542670693297,0.07882036419082655,0.08956996725345256,0.10298637343365613,0.1206380854411992,0.14826710800313414,0.24650180912195885,0.9016704474401324,0.787180304527283,82110097,38262.922096470465,20133.649398768135,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2009,national,GSOEP-LIS,national,2009,income,2,1991 - 2018,2.15,0,0,0,0,57.86112367721742,49.221597256601044,0.15729452073327,0.3047942766998245,0.25323226447315617,0.03341310926705616,0.05008514620373546,0.060418603676124505,0.06989853323875703,0.07999033406929862,0.09032518930437883,0.10394721701393006,0.1224902507069407,0.1492121772124423,0.24021943930733458,0.904490294665907,0.787180304527283,81902307,36175.84148344747,20167.364408086163,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2010,national,GSOEP-LIS,national,2010,income,2,1991 - 2018,2.15,0,0,0,0,58.16547563644114,49.724782832455006,0.15579616412561148,0.30319774024851964,0.25056127752601615,0.03386361728081341,0.050078638173513185,0.06055835000548812,0.07016978218224493,0.08024086042014839,0.090999932052021,0.1041140532800689,0.12110969317525777,0.14820377657873296,0.24066129685171245,0.914474145970089,0.787180304527283,81776930,37745.730752122916,20341.76561693317,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2011,national,GSOEP-LIS,national,2011,income,2,1991 - 2018,2.15,0,0,0,0,58.64450764527702,49.432522138543135,0.16063465704849644,0.3084755396245933,0.25244811958073576,0.03400756330000853,0.04982656702067135,0.06020975917820409,0.06937072329537453,0.07921228673372205,0.08972808124792092,0.10290382078651689,0.1203080834712022,0.14804481443356365,0.24638830053281646,0.9334510612747633,0.787180304527283,80274983,39961.26765372709,21105.492904619223,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2012,national,GSOEP-LIS,national,2012,income,2,1991 - 2018,2.15,0,0,0,0,58.357550302967105,49.32867243095156,0.16335285683512452,0.3105578889620795,0.25901598767792117,0.03248551442333911,0.049150934804543495,0.05972980879006423,0.06937182390359414,0.07933075525060157,0.09027110279857326,0.10400292479854151,0.12160600733168919,0.14997287710706886,0.2440782507919822,0.952199344089177,0.787180304527283,80425823,40053.242904059196,21382.008262501367,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2013,national,GSOEP-LIS,national,2013,income,2,1991 - 2018,2.15,0,0,0,0,59.16249946597933,49.8952476641544,0.1674274303423126,0.3145246656235118,0.2568311658532758,0.032789647897939395,0.048708244104560205,0.059160364075032695,0.06899231602468564,0.07902769820258859,0.08976909149503787,0.10291444719665,0.12052321894643214,0.14898400284065327,0.24913096921641942,0.9665272824771511,0.787180304527283,80645605,40118.87837869703,21400.89246226417,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2014,national,GSOEP-LIS,national,2014,income,2,1991 - 2018,2.15,0,0,0,0,58.67547467231653,49.980107670383866,0.16442257868042115,0.308718556990095,0.25749442903866504,0.03165959974509121,0.0490041471900335,0.060300067307980904,0.07004736987766755,0.079862344786669065,0.09103938173128118,0.10457888563364959,0.12251976672058146,0.1498040007191419,0.2411844362879031,0.9752917837562232,0.787180304527283,80982500,40834.73632986047,21535.78208289871,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2015,national,GSOEP-LIS,national,2015,income,2,1991 - 2018,2.15,0,0,0,0,60.77057021024416,51.58203191696691,0.17219753402450397,0.315833423927555,0.2585015362206312,0.031129322851572112,0.04814572699259633,0.05939201154151158,0.06927669793428354,0.07940614780811805,0.09058209296189795,0.10447567026566912,0.12145925150178039,0.14785739478392523,0.24827568335864636,0.9803088610753081,0.787180304527283,81686611,41086.72967372527,21763.66044926664,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2016,national,GSOEP-LIS,national,2016,income,2,1991 - 2018,2.15,0,0,0,0,62.060703531180614,53.04346906661535,0.1725147429988704,0.31574325913005974,0.2596866702534525,0.030607218409304852,0.047907768454020457,0.059152006347760494,0.06948944958554812,0.07955912824695915,0.09130764451199974,0.10485752446471464,0.1216183666933699,0.14857715460802323,0.2469237386782991,0.9851295391084351,0.787180304527283,82348669,41665.27276701165,22115.45122714781,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2017,national,GSOEP-LIS,national,2017,income,2,1991 - 2018,2.15,0.002335532188474595,9.301491383857383e-4,3.7044123130017926e-4,0.0011862865935342705,62.561149012053754,53.488078424800555,0.17313904841928635,0.3120190507755539,0.25165113751843976,0.030591492213838077,0.04860336455271252,0.06039088943382241,0.0704188689615266,0.08026840237537669,0.09124356328731231,0.10414491838301593,0.12148048073442935,0.14727946754890642,0.24557855250905747,1,0.787180304527283,82657002,42622.4099326851,22344.82285576735,FALSE,micro,survey
Other High Income Countries,OHI,Germany,DEU,2018,national,GSOEP-LIS,national,2018,income,2,1991 - 2018,2.15,0,0,0,0,64.68462061003831,54.82459034470116,0.17563827546345714,0.31698410885612427,0.25098546224958057,0.03075563658112407,0.048531170310928795,0.05971197033261311,0.06974483622863151,0.07964391921412875,0.09001631139072658,0.10307386990782563,0.11976898860243584,0.14731194703920047,0.2514413503923838,1.0173216495642308,0.787180304527283,82905782,42956.01129315207,22597.281388593125,FALSE,micro,survey
Middle East & North Africa,MNA,Djibouti,DJI,2002,national,EDAM,national,2002,consumption,0,2002,2.15,0.22547213496694773,0.06855667982410653,0.02991751004040414,0.094083757899802,4.7274617308803855,3.546277598735287,0.2733941311515348,0.39997838976675226,0.34627151346204765,0.02313020347594512,0.03704800493774965,0.04777304972343892,0.05804262990374509,0.069098679416845,0.08198553980979362,0.09802073138097722,0.11980555874058996,0.15735410111840975,0.30774150149250357,0.6173929506990617,104.736534118652,746947,1772.395148504956,,FALSE,micro,survey
Middle East & North Africa,MNA,Djibouti,DJI,2012,national,EDAM,national,2012,consumption,1,2012,2.15,0.1969190516562961,0.08448635657057564,0.050903482372866016,0.14742940755321945,5.809089465252706,4.160636261852207,0.38980068594645334,0.4513425272786379,0.3809707578518411,0.012611311374292545,0.030147847485716462,0.043151062484081924,0.05446743230748591,0.0657912437497234,0.07860715654142997,0.0952698660818938,0.116609809164464,0.1594837639190015,0.34386050689191294,0.9378164546886221,104.736534118652,868136,2312.2872957168424,,FALSE,micro,survey
Middle East & North Africa,MNA,Djibouti,DJI,2013,national,EDAM,national,2013,consumption,2,2013,2.15,0.24925982142087416,0.08414240644821604,0.04278642335552626,0.12924632188803192,5.18847413910651,3.7488815391052506,0.349546489910969,0.4412707486357961,0.3726049466354726,0.017124231926105144,0.03208742015597725,0.042125146590160825,0.05472518113008244,0.06643974489444793,0.07912801886170728,0.09415482253272794,0.11457248196745284,0.15865690695405954,0.3409860449872779,0.9631940798670959,104.736534118652,883296,2386.2481879402044,1398.8242982310896,FALSE,micro,survey
Middle East & North Africa,MNA,Djibouti,DJI,2017,national,EDAM,national,2017,consumption,3,2017,2.15,0.1907920729314478,0.06354373985139364,0.03088264454241077,0.09281658714866697,5.44380242715358,4.085132446803961,0.3054306793505421,0.41587991614522923,0.3479778075588822,0.01941434668368569,0.03454765318180888,0.04697411852601933,0.05724256158373728,0.06880625702582027,0.08171014620352654,0.0975941340397039,0.11778407442333327,0.1528283781558899,0.3230983301764636,1.0005478149367364,104.736534118652,944100,2893.7588131040065,1946.409347315887,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,1987,national,LM-LIS,national,1987,income,0,1987 - 2000,2.15,0.004973955251934134,0.004884745780938023,0.004798711310450211,0.00836108106713279,48.364932775322536,43.281544554770896,0.139420875948447,0.26235039669824367,0.2062853672736152,0.036369404512402476,0.057569052510164476,0.0676716923429378,0.07626623810021882,0.0848634464876811,0.09440450698551867,0.10559194198158856,0.1198859599497002,0.14126696234643654,0.21611079478335093,0.5413614874604644,7.89104461669922,5127024,38585.402852644955,19326.195028624377,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,1992,national,LM-LIS,national,1992,income,0,1987 - 2000,2.15,0.0049395200675261515,0.0048637128839925025,0.00479025100442434,0.008516744534562337,47.54213508472098,43.36647260124873,0.12734755272142534,0.2469381040965999,0.19224951603265703,0.03766583192825771,0.0599850366811172,0.07016068654391669,0.0783446149685858,0.08660153571848273,0.09566985641246661,0.10596980970875236,0.12029647391358833,0.14012658479736795,0.20517956932746417,0.6362233662821178,7.89104461669922,5171370,40383.558775608086,19824.752783414904,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,1995,national,LM-LIS,national,1995,income,0,1987 - 2000,2.15,0,0,0,0,49.27404057801969,44.87898397731295,0.09162498427005704,0.2295589641538346,0.1846741763917478,0.04511101887130389,0.06184558963196482,0.07072510239166147,0.07876848660710206,0.08677154582685481,0.09544824339448604,0.10575708125419203,0.1192422198076345,0.13828514995138452,0.1980455622634153,0.6707497455011021,7.89104461669922,5233373,43310.250090105415,21062.116270546736,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2000,national,LM-LIS,national,2000,income,0,1987 - 2000,2.15,0,0,0,0,52.62580086717645,47.602969401145465,0.09577437897984194,0.23766319711034423,0.19406817590239975,0.04397353965356203,0.06033268184561999,0.06937077638332247,0.07768105866043343,0.08597929531776843,0.09482375206012605,0.10586258589563458,0.1203109398597616,0.14019990073760014,0.2014654695861713,0.7518989181997174,7.89104461669922,5339616,49241.92800413453,22344.4011979978,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2003,national,EU-SILC,national,2003,income,1,2003 - 2019,2.15,0.0034327459966827355,0.0022648045934881623,0.0017665054591445195,0.004840597298989531,51.40905420988517,45.95985280790446,0.12268893057249507,0.25631671050125415,0.20331586467997656,0.039769677986594434,0.0584687104804177,0.06762658475291486,0.0757844338007041,0.08476006430928112,0.09383956648746383,0.10490850327818596,0.12025338981861988,0.14075179219158074,0.2138372768942357,0.8044871869154383,7.89104461669922,5390574,49599.99696407535,22804.767333744694,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2004,national,EU-SILC,national,2004,income,1,2003 - 2019,2.15,0.0031498065776517496,0.0022185456480899256,0.0019217112977547072,0.002992281870808684,52.30966038003246,47.1308609069888,0.11416671809176297,0.24912796519880143,0.20201825347801403,0.04006983043349238,0.05931709634345174,0.06865217221962415,0.07666845719600193,0.08524866091392261,0.0946585953503728,0.10567679127514518,0.12071312651721489,0.14246312367766867,0.2065321460731031,0.8137738771585878,7.89104461669922,5404523,50792.00095344996,23802.961936887743,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2005,national,EU-SILC,national,2005,income,1,2003 - 2019,2.15,0.0025484756547901866,0.0014583024722864958,0.0011551255310744682,0.0015083947623220487,52.91216176070021,47.27486802830371,0.11559790359376133,0.25186889058987294,0.2008748191903418,0.03951590294575601,0.0588431354698811,0.06890817290454625,0.0769332966016531,0.08502652922442067,0.09423560237739698,0.10500487348931414,0.11995423706823694,0.14195023774575766,0.20962801217303695,0.8285667331401283,7.89104461669922,5419432,51835.832706244466,24615.354910964463,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2006,national,EU-SILC,national,2006,income,1,2003 - 2019,2.15,0.0013750920644077507,3.986036964714759e-4,1.2746539405674643e-4,4.823631923212285e-4,54.57901992287878,48.17938271363426,0.12170824293499058,0.2591307696762629,0.20246734862497687,0.039982596380029524,0.05844880642653382,0.06755170366652957,0.07580450334850908,0.08399440184822901,0.09305539081856751,0.10387672028654704,0.11908108533545914,0.14061712124111192,0.21758767064848328,0.8445101804826471,7.89104461669922,5437272,53687.441547497765,25257.81219054481,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2007,national,EU-SILC,national,2007,income,1,2003 - 2019,2.15,1.3914479531746578e-4,2.8523427522542234e-5,5.847045272354479e-6,3.1920068535143014e-5,55.581822625641735,48.95977527009795,0.1256317822257759,0.2618425902975039,0.19971679966265296,0.03935313588489765,0.05849281085013236,0.06806070335385787,0.07563796277758908,0.0835580356498786,0.09233683881946958,0.10293019874072451,0.11822888227794115,0.1403243514403142,0.22107708020519679,0.8588100161776671,7.89104461669922,5461438,53935.870247963125,25590.894624407778,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2008,national,EU-SILC,national,2008,income,1,2003 - 2019,2.15,0.0011321056636175294,6.981583631274605e-4,5.308668807634262e-4,0.0024260730291190864,54.998692568762806,49.23779936126755,0.1189215478881861,0.2524650079001688,0.20027485806856704,0.0394511136566209,0.05894858726174194,0.06865418721256902,0.07673667062262285,0.08519449653913358,0.09437319345265177,0.10501840876512097,0.11977136979360714,0.14142191873936305,0.21043005395656733,0.8881492882282979,7.89104461669922,5493621,53345.35761829765,25565.7372571561,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2009,national,EU-SILC,national,2009,income,1,2003 - 2019,2.15,0.004947751202712318,0.001341124684609299,9.471148924065496e-4,0.004825690010796956,55.80272241433951,49.86184080835488,0.14078857881101053,0.2670156013173982,0.20782670937382164,0.035006399872854525,0.05711913071010446,0.0673453982719978,0.07588315711071572,0.08472218028621323,0.09413984896385358,0.1047949876187465,0.12033049499265547,0.1428625589401462,0.21779584323271828,0.899737020731784,7.89104461669922,5523095,50457.23248928629,24556.54272749699,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2010,national,EU-SILC,national,2010,income,1,2003 - 2019,2.15,5.729400860760846e-4,2.1044104954961792e-5,7.72950547741283e-7,2.1440312325351543e-5,58.56977404641889,51.4585607619747,0.13006160360222146,0.2719855922149722,0.2102683666051536,0.037067234953408065,0.05595526950005568,0.06596086820992061,0.0753067090440254,0.08353334928770897,0.09262182501449956,0.10373916956804102,0.11894055599063025,0.14154669179369617,0.22532832663800928,0.9205292734306663,7.89104461669922,5547683,51173.466158711104,24639.279266431127,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2011,national,EU-SILC,national,2011,income,1,2003 - 2019,2.15,0,0,0,0,57.635938668287,50.25357488320228,0.1325597552990845,0.27311746107853097,0.21395942052927786,0.037184065760785444,0.056395840219286876,0.06603375393930927,0.07437641655150218,0.08285222680597654,0.09255578562205707,0.10391017209720532,0.1187120678426774,0.1408484214146598,0.22713124974654342,0.9459237511118415,7.89104461669922,5570572,51644.46350977751,24605.706355409042,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2012,national,EU-SILC,national,2012,income,1,2003 - 2019,2.15,0,0,0,0,57.29247650954341,49.75930408305653,0.1418312022604304,0.27790750508588624,0.2122409267675604,0.036533889903726795,0.05669937913139709,0.06583650036248084,0.0736857370485137,0.08221261014665687,0.09171912589019027,0.10246267892728905,0.11819819236755214,0.1412941631067245,0.2313577231154721,0.968606195832293,7.89104461669922,5591572,51567.04015025193,24638.90737076922,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2013,national,EU-SILC,national,2013,income,1,2003 - 2019,2.15,0.003109156460558625,0.002741305158601441,0.002550199620097392,0.014776248767498668,58.6878251682622,50.61714992878464,0.1627767193800909,0.28543762865668043,0.21683764471844633,0.03562139187484802,0.05533389339357812,0.06479356947757184,0.07302094452031926,0.08180064753031646,0.09111694158337152,0.10182767593796965,0.11756374636303857,0.1420431182713312,0.2368780710476589,0.9762492041971337,7.89104461669922,5614932,51831.79793092319,24604.956958848037,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2014,national,EU-SILC,national,2014,income,1,2003 - 2019,2.15,0.0020261091696024613,8.453102853285807e-4,5.738819199438445e-4,0.0014447559376991308,59.09234663359927,51.01244310443739,0.14961871258901147,0.2835287915948955,0.21355525060270278,0.034475821687944205,0.056449232683094236,0.06569599440905576,0.07377336413797678,0.08176882098839902,0.09114030397946804,0.10210165120830056,0.11762686233970365,0.14133281146029564,0.2356351371057619,0.9817554401663345,7.89104461669922,5643475,52404.763971338216,24703.628115110077,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2015,national,EU-SILC,national,2015,income,1,2003 - 2019,2.15,0.001754258587531755,0.0014019249971942026,0.0011649658506556325,0.0023200316163263512,59.663931080739836,51.13212343733726,0.1490411314302658,0.2817744646029746,0.21043818539068998,0.037268222870995356,0.05677007008377368,0.06570123014535845,0.07315506943963324,0.08114022185128797,0.09061789732627618,0.10157656752799649,0.11654126916843643,0.13891774433228543,0.23831170725396456,0.9861933250531209,7.89104461669922,5683483,53254.856370091584,25089.143377048826,FALSE,micro,survey
Other High Income Countries,OHI,Denmark,DNK,2016,national,EU-SILC,national,2016,income,1,2003 - 2019,2.15,0.0027838695892652443,0.002026473325170201,0.0015590058804155766,0.004099570214675267,60.6679152478614,52.6120353222777,0.1496773742318613,0.2818744072592858,0.21112468902266668,0.03663210026152906,0.055701926880034114,0.06553319703990372,0.07338543516878515,0.08204436677586299,0.0914677795519882,0.10250037521838007,0.11712003572037777,0.13888931934117177,0.23672546404197137,0.9886587776397743,7.89104461669922,5728010,54556.06895456944,25497.17553102901,FALSE,micro,survey
